id|cod_teatro|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|cod_orig|end_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|fax|email|site|esfera_adm|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|cnpj|situacao|cod_adm|tipo|numero_lugares|data_inauguracao|ano_inauguracao|ano_desaparecimento|data_info
312|2904300|-38.514478|-12.977055|2|BA|Salvador|2927408|Teatro Gregório de Mattos|643|Rua 2 de Julho, 331|Centro|40020-160|R|2 DE JULHO| |331| |CENTRO|40020-160|71|322-2646|322-1495| |tgm@-net.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Arena|300| |1987| |16-SEP-2002
313|2904400|-38.488804|-13.012789|1|BA|Salvador|2927408|Teatro Hora da Criança|2210|Av. Juraci Magalhães Júnior, s/n| |41940-060|AV|JURACI MAGALHAES JUNIOR| |S/N| | |41940-060|71|356-1320|356-2424| |hc43@ig.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|308| |1994| |16-SEP-2002
314|2904500|-38.508346|-13.010771|1|BA|Salvador|2927408|Teatro ISBA|2183|Avenida Oceânica, 2717|Ondina|41950-000|AV|OCEANICA| |2717| |ONDINA|41950-000|71|203-3699| |332-1033|teatroisba@isba.com.br|www.teatroisba.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|489| | | |19-APR-2002
315|2904600|-38.457145|-13.00505|1|BA|Salvador|2927408|Teatro Jorge Amado - UEC|1238|Av. Manoel Dias da Silva, 2.177|Pituba|41830-000|AV|MANOEL DIAS DA SILVA| |2177| |PITUBA|41830-000|71|345-5888|345-1027|345-0036|teatrojorgeamado@uec.com.br|www.uec.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|418| |1997| |16-SEP-2002
316|2904700|-38.48956|-13.013143|2|BA|Salvador|2927408|Teatro Maria Bethânia|10|Praça Colombo, 4|Rio Vermelho|41940-950|PCA|COLOMBO| |4| |RIO VERMELHO|41940-950|71| | | | | |Privada| |1|1.3|1.3.2| |6|0| | | | | |10-MAY-1995
317|2904800|-38.522699|-12.994372|1|BA|Salvador|2927408|Teatro Martim Gonçalves|644|Rua Araújo Pinho, 292|Canela|40110-150|R|ARAUJO PINHO| |292| |CANELA|40110-150|71|247-8162| |247-8162|teatro@ufba.br| |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|174| |1958| |16-SEP-2002
318|2904900|-38.508481|-12.973205|2|BA|Salvador|2927408|Teatro Miguel Santana|653|Rua Gregório de Matos, 47/49|Sé|40025-100|R|GREGORIO DE MATOS| |0| |SE|40025-100|71|321-1155|320-9392| | | |Pública|Estadual|1|1.3|1.3.1| |1| |Arena|130| | | |16-SEP-2002
319|2905000|-38.450346|-12.989562|2|BA|Salvador|2927408|Teatro Módulo|2015|Avenida Prof. Magalhães Neto, 1.117|Pituba|41820-021|AV|PROFESSOR MAGALHAES NETO| |1117| |PITUBA|41820-021|71|351-1105|354-6654|247-8162|teatromodulo@-net.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|450| |1998| |16-SEP-2002
320|2905100|-38.509007|-13.010487|1|BA|Salvador|2927408|Teatro Movimento|2014|Av. Ademar de Barros - Campus Univ. de Ondina|Ondina|40170-110|AV|ADEMAR DE BARROS| |0| - CAMPUS UNIV DE ONDINA|ONDINA|40170-110|71|245-6412|237-5353| |dança@ufba.br| |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|70| |1996| |16-SEP-2002
321|2905200|-38.502797|-12.975218|2|BA|Salvador|2927408|Teatro Nazaré|638|Praça Cons. Almeida Couto, 17|Nazaré|40050-470|PCA|CONSELHEIRO ALMEIDA COUTO| |17| |NAZARE|40050-470|71|243-2625|241-8810| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|450| | | |15-DEC-1998
322|2905300|-38.501687|-12.973182|2|BA|Salvador|2927408|Teatro Salesiano|2212|Praça Cons. Almeida Couto, 374|Nazaré|40050-470|PCA|CONSELHEIRO ALMEIDA COUTO| |374| |NAZARE|40050-470|71|327-0166|326-9634| |teatrosalesiano@bol.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|482| |1961| |16-SEP-2002
323|2905400|-38.455667|-12.981331|1|BA|Salvador|2927408|Teatro SESC - Casa do Comércio|654|Avenida Tancredo Neves, 1.109|Pituba|41820-021|AV|TANCREDO NEVES| |1109| |PITUBA|41820-021|71|341-1310|371-8700|341-1310|cultura@sesc-ba.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|553| |1989| |16-SEP-2002
324|2905500|-38.508237|-12.971156|2|BA|Salvador|2927408|Teatro SESC-SENAC - Pelourinho|2211|Largo do Pelourinho, 19|Centro|40025-280|LRG|DO PELOURINHO| |19| |CENTRO|40025-280|71|322-8273|321-2590| |cultura@sesc-ba.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|200| |1998| |16-SEP-2002
325|2905600|-38.490751|-13.013391|2|BA|Salvador|2927408|Teatro SESI - Rio Vermelho|1059|Rua Borges dos Reis, 9|Rio Vermelho|40223-000|R|BORGES DOS REIS| |9| |RIO VERMELHO|40223-000|71|335-1529|335-6800| |angelica@fieb.org.br|http://www.fieb.org.br/fiebnet/lazer/teatrosesi/teatro.htm|Privada| |1|1.3|1.3.2| |1|0|Italiano|100| |1997| |18-OCT-2004
326|2905700|-38.500777|-12.984888|2|BA|Salvador|2927408|Teatro Solar Boa Vista|636|Praça Marquês de Abrantes, s/n|E.V. Brotas|40240-640|PCA|MARQUES DE ABRANTES| |S/N| |E.V. BROTAS|40240-640|71|244-6033|233-1890| | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|350| |1984| |16-SEP-2002
327|2905800|-38.521178|-12.986705|2|BA|Salvador|2927408|Teatro Vila Velha - Sala Cabaré dos Novos|2003|Av. 7 de Setembro, s/n|Campo Grande|40080-110|AV|7 DE SETEMBRO| |S/N| |CAMPO GRANDE|40080-110|71|3083-4600| | |teatrovilavelha@teatrovilavelha.com.br|www.teatrovilavelha.com.br|Privada| |1|1.3|1.3.2| |1| |CC|100|06-NOV-1996|1996| |15-DEC-2007
328|2905900|-38.521186|-12.986694|2|BA|Salvador|2927408|Teatro Vila Velha - Sala João Augusto|645|Av. Sete de Setembro, s/n|Campo Grande|40080-110|AV|SETE DE SETEMBRO| |S/N| |CAMPO GRANDE|40080-110|71|3083-4600| | |comunicacao@teatrovilavelha.com.br|www.teatrovilavelha.com.br|Privada| |1|1.3|1.3.2| |1| |Múltiplo|400|31-JUL-1964|1964| |15-DEC-2007
329|2906000|-38.507899|-12.973519|2|BA|Salvador|2927408|Teatro XVIII|1239|Rua Frei Vicente, 18|Sé/Pelourinho|40025-130|R|FREI VICENTE| |18| |SE/PELOURINHO|40025-130|71|322-0018|243-7353| | |www.theatroxviii.com.br|Pública|Municipal|1|1.3|1.3.1| |1| |CC|140| |1997| |31-MAR-2004
330|2906100|-38.509007|-13.010487|1|BA|Salvador|2927408|UFBA - Sala da Escola de Dança|637|Av. Ademar de Barros, s/n|Ondina|40170-110|AV|ADEMAR DE BARROS| |S/N| |ONDINA|40170-110|71|245-5295| | | | |Pública|Federal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|80| | | |24-JUL-1997
331|2906200|-39.258768|-12.961832|2|BA|Santo Antônio de Jesus|2928703|Teatro do Centro Cultural|649| | |44570-000| | | |0| | |44570-000|75| | | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Arena| | | | |01-JUN-1994
332|2906300|-38.433824|-12.827729|2|BA|Simões Filho|2930709|Cine-Teatro SESI - Simões Filho|1058|Via Periférica, s/n| |40223-000|VIA|PERIFERICA| |S/N| | |40223-000|71|396-9115| | | | |Privada| |1|1.3|1.3.2| |1|0|Arquitetônico Alternativo|360| | | |06-JUL-1995
333|2906400|-39.056934|-13.366709|1|BA|Valença|2932903|Centro de Cultura Olívia Barradas - Teatro|646|Rua Maestro Barrinha, s/n| |45400-000|R|MAESTRO BARRINHA| |S/N| | |45400-000|75|641-3594| | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|350| |1986| |16-SEP-2002
334|2906500|-40.833044|-14.859648|2|BA|Vitória da Conquista|2933307|Centro de Cultura Camilo de Jesus - Anfiteatro|647|Avenida Rosa Cruz, 45| |45050-902|AV|ROSA CRUZ| |45| | |45050-902|77|422-3257| | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|600| |1986| |16-SEP-2002
335|2906600|-40.818563|-14.874969|2|BA|Vitória da Conquista|2933307|Teatro Glauber Rocha|2213|Estrada do Bem-Querer, km 4| |45083-900|ESTR|DO BEM-QUERER|KM 4|0| | |45083-900|77|424-8703|424-1059| |teatro@uesb.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|276| |1996| |16-SEP-2002
336|2906700|-40.844541|-14.861921|2|BA|Vitória da Conquista|2933307|Teatro Municipal Carlos Jeovah|648|Praça da Bandeira, s/n| |45015-360|PCA|DA BANDEIRA| |S/N| | |45015-360|77|424-8925|424-8500| | |www.pmvc.com.br|Pública|Municipal|1|1.3|1.3.1| |1| |Arena|200| |1992| |16-SEP-2002
337|3100100|-44.604922|-21.976049|2|MG|Aiuruoca|3101201|Teatro do Clube Lítero Recreativo Aiuruocano|1225|Rua Dr. Antônio Guimarães, 74|Centro|37450-000|R|DOUTOR ANTONIO GUIMARAES| |74| |CENTRO|37450-000|35| | | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|300| |1959| |16-SEP-2002
338|3100200|-42.699533|-21.883947|1|MG|Além Paraíba|3101508|Teatro da Fundação Cultural de Além Paraíba|1152|Rua Paulo de Frontin, 62|Centro|36660-000|R|PAULO DE FRONTIN| |62| |CENTRO|36660-000|32| | | | | | | |1|1.3| | |1| |Italiano|560| | | |09-JAN-1996
339|3100300|-46.57282|-22.06997|2|MG|Andradas|3102605|Teatro Municipal José Stivanin|508|Pç. Antônio Augusto de Oliveira, s/n| |37795-000|PCA|ANTONIO AUGUSTO DE OLIVEIRA| |S/N| | |37795-000|35|3731-1130| |3731-3942|contab@andradas-net.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|240| |1981| |16-SEP-2002
340|3100400|-48.195134|-18.645615|2|MG|Araguari|3103504|Casa da Cultura Abdalla Mameri - Teatro|2247|Rua Cel. José Ferreira Aluez, 1.098| |38440-000|R|CORONEL JOSE FERREIRA ALUEZ| |1098| | |38440-000|34|3690-3091| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|120| |1983| |16-SEP-2002
341|3100500|-48.189104|-18.653287|2|MG|Araguari|3103504|Teatro da E.E. Machado de Assis|549|Avenida Nicolau Dorazio, 359|Industrial|38440-000|AV|NICOLAU DORAZIO| |359| |INDUSTRIAL|38440-000|34|3241-3816| | | | |Pública|Estadual|1|1.3|1.3.1| |1| | |600| | | |09-JAN-1996
342|3100600|-46.884102|-19.554968|2|MG|Araxá|3104007|Teatro SESIMINAS - Araxá|1220|Estrada de acesso à BR 262 - km 0|Santa Rita|38180-000|ESTR|DE ACESSO A BR 262|KM|0| |SANTA RITA|38180-000|34|3662-4194| |3662-4194|sesicult@araxa.com.br ou savio@fiemg.com| |Privada| |1|1.3|1.3.2| |1|0|Italiano|200| |1983| |29-SEP-2008
343|3100700|-45.540836|-20.281528|2|MG|Arcos|3104205|Casa da Cultura de Arcos - Teatro|506|Rua Getúlio Vargas, 34|Centro|37292-000|R|GETULIO VARGAS| |34| |CENTRO|37292-000|37|3351-3000| |3351-3000| | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|276| |1981| |16-SEP-2002
344|3100800|-43.772994|-21.223796|2|MG|Barbacena|3105608|Cine-Teatro Apollo|1153|XV de Novembro, 30|Centro|36200-000| |XV DE NOVEMBRO| |30| |CENTRO|36200-000|32|3331-6544| |3331-5936| | | | |1|1.3| | |1| | |640| | | |09-JAN-1996
345|3100900|-43.936384|-19.925092|2|MG|Belo Horizonte|3106200|Associação Médica de Minas Gerais - Teatro|520|Avenida João Pinheiro, 161| |30160-180|AV|JOAO PINHEIRO| |161| | |30160-180|31|3273-5788| | |locacoes@amms.org.br| |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|400| |1950| |16-SEP-2002
346|3101000|-43.957447|-19.865037|2|MG|Belo Horizonte|3106200|Auditório Prof. Francisco Mello Vianna|2248|Av. Presidente Antônio Carlos, 6.627| |31270-901|AV|PRESIDENTE ANTONIO CARLOS| |6627| | |31270-901|31|3499-4700| | |diretor@musica.ufmg.br| |Pública|Federal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|250| |1998| |16-SEP-2002
347|3101100|-43.937389|-19.932158|1|MG|Belo Horizonte|3106200|Biblioteca Pública - Teatro/Sala Multimeios|1137|Praça da Liberdade, 21|Lourdes|30140-010|PCA|DA LIBERDADE| |21| |LOURDES|30140-010|31|3269-1166| | | | | | |1|1.3| | |1| | | | | | |14-OCT-2000
348|3101200|-43.904875|-19.917591|1|MG|Belo Horizonte|3106200|Casa de Teatro|2125|Rua Porteirinha, 90|Paraíso|30270-080|R|PORTEIRINHA| |90| |PARAISO|30270-080|31|3461-8499| | | | | | |1|1.3| | |1| | | | | | |14-OCT-2000
349|3101300|-43.937477|-19.915763|1|MG|Belo Horizonte|3106200|Centro Cultural da UFMG - Teatro|2129|Avenida Santos Dumont, 174|Centro|30111-040|AV|SANTOS DUMONT| |174| |CENTRO|30111-040|31|3238-1090|3238-1084| |ccult@reitoria.ufmg.br| |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|150| |1989| |16-SEP-2002
350|3101400|-43.951594|-19.929022|1|MG|Belo Horizonte|3106200|Centro Cultural Pio XII - Teatro|2128|Rua Alvarenga Peixoto, 1679|Santo Agostinho|30180-121|R|ALVARENGA PEIXOTO| |1679| |SANTO AGOSTINHO|30180-121|31|3337-6055| | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|390| |2000| |16-SEP-2002
351|3101500|-43.938188|-19.927272|1|MG|Belo Horizonte|3106200|Centro de Cultura Belo Horizonte-Auditório Vivaldo Moreira|2249|Rua da Bahia, 1.466|Centro|30160-011|R|DA BAHIA| |1466| |CENTRO|30160-011|31|3322-5764| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|110| |1994| |16-SEP-2002
352|3101600|-43.938188|-19.927272|1|MG|Belo Horizonte|3106200|Centro de Cultura Belo Horizonte-Sala Multiuso|2250|Rua da Bahia, 1.466|Centro|30160-011|R|DA BAHIA| |1466| |CENTRO|30160-011|31|3322-4607| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|120| |1997| |16-SEP-2002
353|3101700|-43.931252|-19.937153|1|MG|Belo Horizonte|3106200|"Circo-Teatro ""O Outro Lado da Moeda"""|62|Rua Professor Morais, 476|Funcionários|30150-370|R|PROFESSOR MORAIS| |476| |FUNCIONARIOS|30150-370|31| | | | | | | |1|1.3| | | | | | | | | |01-JUN-1994
354|3101800|-43.935146|-19.924459|1|MG|Belo Horizonte|3106200|Escola de Música da UFMG - Teatro|521|Avenida Afonso Pena, 1.534|Centro|30130-002|AV|AFONSO PENA| |1534| |CENTRO|30130-002|31|3218-9300| | |conservatorio@reitoria.ufmg.br| |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|170| |1926| |16-SEP-2002
355|3101900|-43.940292|-19.935334|1|MG|Belo Horizonte|3106200|Espaço Cultural PRODEMGE - Teatro|2130|Rua da Bahia, 2287|Funcionários|30160-012|R|DA BAHIA| |2287| |FUNCIONARIOS|30160-012|31|3339-1204| | | | | | |1|1.3| | |1| | | | | | |14-OCT-2000
356|3102000|-43.914628|-19.90824|1|MG|Belo Horizonte|3106200|Galpão Cine Horto|2131|Rua Pitangui, 3.613|Horto|31030-210|R|PITANGUI| |3613| |HORTO|31030-210|31|3481-5580|3481-4770| |cinehorto@grupogalpao.com.br|www.grupogalpao.com.br|Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|250| |1998| |16-SEP-2002
357|3102100|-43.917036|-19.915818|1|MG|Belo Horizonte|3106200|Ideal Clube Teatro|512|Rua Estrela do Sul, 126|Santa Teresa|31010-240|R|ESTRELA DO SUL| |126| |SANTA TERESA|31010-240|31| | | | | |Privada| |1|1.3|1.3.2| |2| | | | | | |13-SEP-1995
358|3102200|-43.942741|-19.923243|2|MG|Belo Horizonte|3106200|Minas Centro|50| | | | | | |0| | | |31| | | | | |Privada| |1|1.3|1.3.2| | |0| | | | | | 
359|3102300|-43.973581|-19.851849|2|MG|Belo Horizonte|3106200|Museu de Arte da Pampulha - Teatro|238|Av. Otacílio Negrão de Lima, 16.585|Pampulha| |AV|OTACILIO NEGRAO DE LIMA| |16585| |PAMPULHA| |31|3277-7946| | | | |Pública|Municipal|1|1.3|1.3.1| | |0|CC| | | | |14-OCT-2000
360|3102400|-43.932875|-19.928113|1|MG|Belo Horizonte|3106200|Palácio das Artes - Grande Teatro|734|Avenida Afonso Pena, 1537|Centro|30130-004|AV|AFONSO PENA| |1537| |CENTRO|30130-004|31|3237-7399|3201-8900|3224-1515|palaciodasartes.fcs@mg.gov.br|www.palaciodasartes.com.br|Pública|Estadual|1|1.3|1.3.1| |1| |Ópera|1707|30-JAN-1970|1970| |15-SEP-2006
361|3102500|-43.932875|-19.928113|1|MG|Belo Horizonte|3106200|Palácio das Artes - Sala Juvenal Dias|235|Avenida Afonso Pena, 1537|Centro|30130-004|AV|AFONSO PENA| |1537| |CENTRO|30130-004|31|237-7399|201-8900|237-7215| | |Pública|Estadual|1|1.3|1.3.1| |1| | | | | | |13-JUL-2000
362|3102600|-43.932875|-19.928113|1|MG|Belo Horizonte|3106200|Palácio das Artes - Teatro João Ceschiatti|524|Avenida Afonso Pena, 1537|Centro|30130-004|AV|AFONSO PENA| |1537| |CENTRO|30130-004|31|3237-7399|3201-8900|3224-1515|palaciodasartes.fcs@mg.gov.br|www.palaciodasartes.com.br|Pública|Estadual|1|1.3|1.3.1| |1| |Arena|148|13-MAR-1984|1984| |15-SEP-2002
363|3102700|-43.928805|-19.95389|1|MG|Belo Horizonte|3106200|Sala de Espetáculo O Corpo|513|Avenida Bandeirantes, 866|Sion|30315-000|AV|BANDEIRANTES| |866| |SION|30315-000|31|3221-7701| | |grupocorpo@grupocorpo.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|180| |1978| |16-SEP-2002
364|3102800|-43.929342|-19.933898|1|MG|Belo Horizonte|3106200|Teatrinho da Oficina|515|Avenida Afonso Pena, 2323|Funcionários|30130-006|AV|AFONSO PENA| |2323| |FUNCIONARIOS|30130-006|31| | | | | |Privada| |1|1.3|1.3.2| |2| | | | | | |01-JUN-1994
365|3102900|-43.93258|-19.918857|1|MG|Belo Horizonte|3106200|Teatro Alterosa|1139|Av. Assis Chateaubriand, 499|Floresta|30150-101|AV|ASSIS CHATEAUBRIAND| |499| |FLORESTA|30150-101|31|3237-6610| | |bilheteria@alterosa.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|321| |1993| |16-SEP-2006
366|3103000|-43.935174|-19.92501|1|MG|Belo Horizonte|3106200|Teatro Casanova|516|Av. Afonso Pena,1500 - andar 18|Centro|30130-005|AV|AFONSO PENA| |1500|- ANDAR 18|CENTRO|30130-005|31|3274-7272|3274-5267|3274-7272|marcossaraivaaraujo@bol.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|603| |1970| |16-SEP-2002
367|3103100|-43.918339|-19.927254|1|MG|Belo Horizonte|3106200|Teatro Castelo San Lucca|517|Rua Juiz Costa Val, 197|S. Efigênia|30240-350|R|JUIZ COSTA VAL| |197| |S. EFIGENIA|30240-350|31|3353-1168| | | | | | |1|1.3| | |2| | | | | | |09-OCT-1995
368|3103200|-43.931413|-19.922652|1|MG|Belo Horizonte|3106200|Teatro Cimento Armado|150|Alameda Ezequiel Dias, s/n.|Centro|30130-110|AL|EZEQUIEL DIAS| |S/N| |CENTRO|30130-110|31| | | | | | | |1|1.3| | |9| | | | | | |01-JUN-1994
369|3103300|-43.939645|-19.922925|1|MG|Belo Horizonte|3106200|Teatro Clara Nunes|519|Rua Rio de Janeiro, 1.063|Centro|30160-041|R|RIO DE JANEIRO| |1063| |CENTRO|30160-041|31|3237-7487|3224-4088| | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|400| |1993| |16-SEP-2002
370|3103400|-43.950404|-19.931411|2|MG|Belo Horizonte|3106200|Teatro da Assembléia|1132|Rua Rodrigues Caldas, 30 - térreo|Santo Agostinho|30190-921|R|RODRIGUES CALDAS| |30|- TERREO|SANTO AGOSTINHO|30190-921|31|3290-7827|3290-7826|3290-7811| | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|152| |1992| |16-SEP-2002
371|3103500|-43.937737|-19.926054|1|MG|Belo Horizonte|3106200|Teatro da Cidade|1134|Rua da Bahia, 1.341|Centro|30160-011|R|DA BAHIA| |1341| |CENTRO|30160-011|31|3273-1050| | |tcidade@uai.com.br| |Privada| |1|1.3|1.3.2| |1| |Arena|194| |1991| |16-SEP-2002
372|3103600|-43.92381|-19.925263|1|MG|Belo Horizonte|3106200|Teatro da Maçonaria|2133|Avenida Brasil, 478|Santa Efigênia|30140-001|AV|BRASIL| |478| |SANTA EFIGENIA|30140-001|31|3213-4959| | | | | | |1|1.3| | |1| | | | | | |14-OCT-2000
373|3103700|-43.938623|-19.919025|2|MG|Belo Horizonte|3106200|Teatro da Praça|1131|Praça  Afonso Arinos, 19|Centro|30190-010|PCA|AFONSO ARINOS| |19| |CENTRO|30190-010|31|3213-0593| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|250| |1997| |16-SEP-2002
374|3103800|-43.936686|-19.932361|1|MG|Belo Horizonte|3106200|"Teatro de Arena ""La Taberna"""|160|Rua Sergipe, 499|Centro|30130-170|R|SERGIPE| |499| |CENTRO|30130-170|31| | | | | |Privada| |1|1.3|1.3.2| |9| | |150| | | |01-JUN-1994
375|3103900|-43.951501|-19.931114|1|MG|Belo Horizonte|3106200|Teatro de Bolso|2126|Rua Araguari, 1453|Barro Preto|30190-111|R|ARAGUARI| |1453| |BARRO PRETO|30190-111|31|3292-7507| | | | | | |1|1.3| | |1| | | | | | |14-OCT-2000
376|3104000|-43.929258|-19.928239|1|MG|Belo Horizonte|3106200|Teatro de Bolso do MAI|525|Avenida Brasil, 1264|S. Efigênia|30140-001|AV|BRASIL| |1264| |S. EFIGENIA|30140-001|31|3224-1865| | | | |Privada| |1|1.3|1.3.2| |1| | |104| | | |08-OCT-1995
377|3104100|-43.936578|-19.926089|1|MG|Belo Horizonte|3106200|Teatro do Clube de Diretores Lojistas|528|Avenida João Pinheiro, s/n.|Centro|30130-180|AV|JOAO PINHEIRO| |S/N| |CENTRO|30130-180|31| | | | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|800| | | |09-OCT-1995
378|3104200|-43.924831|-19.932282|1|MG|Belo Horizonte|3106200|Teatro do DCE da PUC-MG|530|Avenida Getúlio Vargas, 85|Funcionários|30112-020|AV|GETULIO VARGAS| |85| |FUNCIONARIOS|30112-020|31|3223-3006| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|700| |1970| |16-SEP-2002
379|3104300|-43.938803|-19.929948|1|MG|Belo Horizonte|3106200|Teatro do ICBEU|532|Rua da Bahia, 1.723|Centro|30160-011|R|DA BAHIA| |1723| |CENTRO|30160-011|31|3271-7255| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|268| |1993| |16-SEP-2002
380|3104400|-43.938393|-19.927079|2|MG|Belo Horizonte|3106200|Teatro do NET|1141|Rua Timbiras, 1.605|Lourdes|30140-061|R|TIMBIRAS| |1605| |LOURDES|30140-061|31|3222-1010| | | |http://www.teatronet.com.br| | |1|1.3| | |1| |Italiano|200| |1990| |14-OCT-2000
381|3104500|-43.933476|-19.940303|1|MG|Belo Horizonte|3106200|Teatro Dom Silvério|1135|Avenida Nossa Senhora do Carmo, 230 - portaria 3|Carmo|30330-000|AV|NOSSA SENHORA DO CARMO| |230|- PORTARIA 3|CARMO|30330-000|31|3281-5592| |3281-5592|teatrodsilverio@ubee-marista.com.br|www.chevrolethallbh.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|395| |1995| |16-SEP-2002
382|3104600|-43.937592|-19.920395|1|MG|Belo Horizonte|3106200|Teatro Francisco Nunes|732|Av. Afonso Pena, s/n (Pq. Municipal)|Centro|30130-002|AV|AFONSO PENA| |S/N|MUNICIPAL)|CENTRO|30130-002|31|3224-4546| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|600|30-SEP-1950|1950| |15-SEP-2006
383|3104700|-43.915846|-19.908029|2|MG|Belo Horizonte|3106200|Teatro Galpão|49| | | | | | |0| | | |31| | | | | |Privada| |1|1.3|1.3.2| | |0| | | | | | 
384|3104800|-43.934749|-19.938419|1|MG|Belo Horizonte|3106200|Teatro Gesto|148|Rua Antônio de Albuquerque, 453|Funcionários|30112-010|R|ANTONIO DE ALBUQUERQUE| |453| |FUNCIONARIOS|30112-010|31|225-3099| | | | | | |1|1.3| | |9| | | | | | |08-OCT-1995
385|3104900|-43.93518|-19.906743|2|MG|Belo Horizonte|3106200|Teatro Giramundo|2253|Avenida Silvano Brandão, 1.096| |30015-230|AV|SILVANO BRANDAO| |1096| | |30015-230|31|3482-0006| | |giramundo@grupogiramundo.com.br|www.grupogiramundo.com.br|Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|123| |2000| |16-SEP-2002
386|3105000|-43.95723|-19.921111|1|MG|Belo Horizonte|3106200|Teatro Granada|2252|Rua Guajajaras, 1.022| |30180-100|R|GUAJAJARAS| |1022| | |30180-100|31|3217-7900| | |minascentro@minascentro.mg.gov.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|435| |1992| |16-SEP-2002
387|3105100|-43.927861|-19.93345|1|MG|Belo Horizonte|3106200|Teatro Heloísa Guimarães|164|Rua Gonçalves Dias, 320|Funcionários|30140-090|R|GONCALVES DIAS| |320| |FUNCIONARIOS|30140-090|31| | | | | |Privada| |1|1.3|1.3.2| |9| | |120| | | |01-JUN-1994
388|3105200|-43.938213|-19.919277|2|MG|Belo Horizonte|3106200|Teatro Íntimo|536|Brasil Palace Hotel - andar 9| |30000-000| | | |0|BRASIL PALACE HOTEL - ANDAR 9| |30000-000|31| | | | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo| | | | |09-OCT-1995
389|3105300|-43.93955|-19.932208|1|MG|Belo Horizonte|3106200|Teatro Izabella Hendrix|2132|Rua da Bahia, 2.020|Lourdes|30160-012|R|DA BAHIA| |2020| |LOURDES|30160-012|31|3292-4406|3330-7200| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|420| |1997| |16-SEP-2002
390|3105400|-43.92364|-19.943473|1|MG|Belo Horizonte|3106200|Teatro Klauss Vianna - Telemar|1136|Av. Afonso Pena, 4.001|Serra|30130-009|AV|AFONSO PENA| |4001| |SERRA|30130-009|31|3229-4316|3229-4316| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|352| |1990| |16-SEP-2002
391|3105500|-43.931604|-19.926358|2|MG|Belo Horizonte|3106200|Teatro Marília|733|Avenida  Alfredo Balena, 586|Centro|30130-100|AV|ALFREDO BALENA| |586| |CENTRO|30130-100|31|3224-4445|3277-4328|3224-4445|tmarilia@pbh.gov.br|www.culturabrasil.art.br/tmarilia|Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|364| |1964| |16-SEP-2006
